145.0000373,10.84556558,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0001126,10.84903082,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0002437,10.85225394,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0004124,10.85393441,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0005022,10.85658276,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0006102,10.85901457,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0007437,10.86131001,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0008723,10.86475415,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0009816,10.8334412,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0011054,10.84460077,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0012171,10.84535506,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0013434,10.84573932,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.001472,10.84669285,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0016091,10.84801446,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0017147,10.8493613,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0018422,10.85025116,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.001966,10.85100357,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0020873,10.85187997,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0022342,10.85262468,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0023555,10.85368056,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0024988,10.85426194,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0026395,10.85530319,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0027294,10.85638909,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0028422,10.85729164,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0030024,10.85765056,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0030971,10.85892263,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0032088,10.8601656,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0033738,10.86088868,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0034709,10.86075951,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0035826,10.86412847,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0036979,10.86339006,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0038217,10.86157415,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0039491,10.85931134,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0040717,10.85766107,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0042088,10.8569807,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0043193,10.85439778,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0044467,10.85309532,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0045705,10.85120756,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0046991,10.84960564,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0048363,10.84795799,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0049431,10.84619479,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0050875,10.84410035,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0052271,10.84291115,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0053375,10.8417019,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0054382,10.83977647,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.005596,10.83855767,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.005687,10.83622453,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0058181,10.83462264,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0059346,10.83356976,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0060609,10.85333617,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0061872,10.85104012,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0063122,10.84844291,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.006442,10.84524777,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0066204,10.84452307,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.006686,10.84206948,0.25,61.8,16.4,0.45,0.216666,0.016666,0
145.0068134,10.84078797,0.25,61.8,16.4,0.45,0.216666,0.016666,0
